ClassLoader.loadClass;Harness;java.lang.Class.forName0;;jdk.internal.loader.ClassLoaders$AppClassLoader;jdk.internal.loader.ClassLoaders$AppClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$TXRX;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Transmission;avrora.sim.radio.Medium.newTransmission;680;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Transmitter$Ticker;avrora.sim.radio.Medium$Transmitter.<init>;186;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium$Transmitter;avrora.sim.platform.Mica2.addDevices;111;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Medium;avrora.sim.radio.CC1000Radio.createMedium;1125;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.Radio;avrora.sim.types.SensorSimulation.newNode;308;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.RadioEnergy;avrora.sim.radio.CC1000Radio.<clinit>;90;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.radio.noise;avrora.sim.types.SensorSimulation.createNoise;364;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.AbstractRegisterView;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.BooleanRegister;avrora.sim.mcu.Microcontroller$Pin$ListenableBooleanViewInput.<init>;113;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.BooleanView$ValueSetListener;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.BooleanView;avrora.sim.mcu.ATMega128.installDevices;393;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.Register$Watch;avrora.sim.mcu.ATMega128.installDevices;393;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.Register;avrora.sim.platform.ExternalFlash.<init>;78;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterUtil$BitRangeView;avrora.sim.state.RegisterUtil.bitRangeView;310;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterUtil$BoolView;avrora.sim.state.RegisterUtil.booleanView;302;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterUtil$PermutedView;avrora.sim.state.RegisterUtil.permutedView;314;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterUtil;avrora.sim.mcu.ATMega128.installDevices;393;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterView$RegisterValueSetListener;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.RegisterView;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.state.VolatileBehavior;avrora.sim.AtmelInterpreter.<init>;352;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.types.SensorSimulation$SensorNode;java.lang.Class.getDeclaredConstructors0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.types.SensorSimulation;avrora.Defaults.addSimulations;199;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.types.SingleSimulation;avrora.Main.runAction;135;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.types.WiredSimulation;avrora.Defaults.addSimulations;200;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.ClockCycleTimeout;avrora.sim.Simulation$Node.processTimeout;219;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.MulticastFSMProbe;avrora.sim.FiniteStateMachine.<init>;128;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.MulticastInterruptProbe;avrora.sim.InterruptTable.<init>;77;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.MulticastProbe;avrora.sim.AtmelInterpreter.<init>;325;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.SimUtil;avrora.actions.SimAction.run;86;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.TransactionalList$Link;avrora.sim.util.TransactionalList.add;87;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.sim.util.TransactionalList;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.atmel.AtmelProgramReader;avrora.Defaults.addInputFormats;151;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.elf.ELFParser;avrora.Defaults.addInputFormats;154;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.objdump.ODPPAction;avrora.Defaults.addActions;178;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.objdump.ObjDump2ProgramReader;avrora.Defaults.addInputFormats;153;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.objdump.ObjDumpProgramReader;avrora.Defaults.addInputFormats;152;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;avrora.syntax.raw.RAWReader;avrora.Defaults.addInputFormats;150;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFDataInputStream;cck.elf.ELFHeader.read;109;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFHeader$FormatError;avrora.Defaults$AutoProgramReader.read;446;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFHeader;cck.elf.ELFLoader.readELFHeader;61;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFIdentifier;cck.elf.ELFHeader.getArchitecture;153;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFLoader;avrora.syntax.elf.ELFParser.read;80;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFProgramHeaderTable$Entry32;cck.elf.ELFProgramHeaderTable.<init>;115;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFProgramHeaderTable;cck.elf.ELFLoader.readPHT;74;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFSectionHeaderTable$Entry32;cck.elf.ELFSectionHeaderTable.<init>;137;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFSectionHeaderTable;cck.elf.ELFLoader.readSHT;87;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFStringTable;cck.elf.ELFLoader.readSHT;93;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFSymbolTable$Entry;cck.elf.ELFSymbolTable.<init>;121;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.elf.ELFSymbolTable;cck.elf.ELFLoader.readSymbolTables;114;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.ClassMapValueItem;cck.help.HelpCategory.addOptionValueSection;316;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory$1;cck.help.HelpCategory.<clinit>;61;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory$ListSection;cck.help.HelpCategory.addListSection;294;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory$OptionsSection;cck.help.HelpCategory.addOptionSection;282;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory$ParagraphSection;cck.help.HelpCategory.addSection;270;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory$Section;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpCategory;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpItem;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.help.HelpSystem;avrora.Defaults.addMainCategory;379;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.CharUtil;cck.text.StringUtil.to0xHex;475;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Printer;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Status$Item;cck.text.Status.begin;83;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Status;avrora.Main.parseOptions;326;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.StringUtil;cck.util.Option$List.parseString;533;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.TermUtil;avrora.actions.SimAction.printSimHeader;178;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Terminal;avrora.Main.parseOptions;324;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Verbose$Printer;cck.text.Verbose.getPrinter;82;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.text.Verbose;avrora.sim.Simulation.getPrinter;417;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Arithmetic;avrora.arch.legacy.LegacyDisassembler.disassembleLegacy;91;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.ClassMap;avrora.Defaults.addActions;170;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$1;cck.util.Option.<clinit>;65;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$Bool;cck.util.Options.newOption;59;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$Double;cck.util.Options.newOption;83;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$Interval;cck.util.Options.newOption;89;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$List;cck.util.Options.newOptionList;71;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$Long;cck.util.Options.newOption;77;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option$Str;avrora.Main.<clinit>;52;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Option;avrora.Main.<clinit>;52;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Options;avrora.Main.<clinit>;52;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Util$Error;java.lang.Class.forName0;;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Util$InternalError;cck.util.Option$List.parseString;533;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.Util$Unexpected;avrora.sim.types.SensorSimulation.newNode;308;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;cck.util.VersionTag;avrora.Version.<clinit>;61;org.dacapo.harness.DacapoClassLoader;org.dacapo.harness.DacapoClassLoader
ClassLoader.loadClass;com.sun.org.apache.xerces.internal.jaxp.datatype.DatatypeFactoryImpl;java.lang.Class.forName0;;java.net.FactoryURLClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.BufferedInputStream;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.BufferedOutputStream;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.BufferedReader;org.dacapo.harness.Benchmark.getDeps;358;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.BufferedWriter;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.ByteArrayInputStream;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.File;avrora.Main.loadUserDefaults;147;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileInputStream;java.lang.Class.forName0;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileInputStream;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileNotFoundException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileOutputStream;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileReader;avrora.sim.types.SensorSimulation.createNoise;364;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileReader;org.dacapo.harness.TestHarness.main;105;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FileWriter;org.dacapo.harness.TestHarness.main;105;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FilterOutputStream;java.lang.ClassLoader.defineClass1;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.FilterOutputStream;java.lang.ClassLoader.defineClass2;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.IOException;avrora.sim.types.SensorSimulation.newNode;308;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.IOException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.InputStream;java.lang.Class.forName0;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.InputStream;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.InputStream;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.InputStreamReader;org.dacapo.harness.TestHarness.main;101;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.OutputStream;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.OutputStream;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.PrintStream;cck.text.Terminal.outputColor;227;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.PrintStream;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.RandomAccessFile;avrora.syntax.elf.ELFParser.read;76;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.Reader;avrora.sim.types.SensorSimulation.createNoise;364;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.Reader;org.dacapo.harness.TestHarness.main;101;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.Serializable;java.lang.ClassLoader.defineClass1;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.UnsupportedEncodingException;org.dacapo.parser.Config.parse;213;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.io.Writer;org.dacapo.harness.TestHarness.main;105;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Appendable;jdk.nio.zipfs.ZipFileSystem.getFileAttributes;550;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.ArrayIndexOutOfBoundsException;avrora.sim.mcu.ReprogrammableCodeSegment$Factory.newCodeSegment;92;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.AssertionError;avrora.sim.types.SensorSimulation.process;329;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.AssertionError;jdk.nio.zipfs.ZipFileSystem.<init>;1646;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.AssertionError;org.dacapo.harness.TestHarness.main;101;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Boolean;jdk.nio.zipfs.ZipFileSystem.lambda$static$0;87;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Boolean;org.dacapo.harness.Benchmark.getDeps;386;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Byte;jdk.nio.zipfs.ZipConstants.SH;184;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.CharSequence;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.CharSequence;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Character;cck.text.StringUtil.readDecimalString;171;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Character;org.apache.commons.cli.OptionValidator.isValidChar;33;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Class;cck.util.ClassMap.addInstance;117;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Class;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.ClassLoader;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.ClassNotFoundException;avrora.Defaults.addActions;170;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.ClassNotFoundException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.CloneNotSupportedException;org.dacapo.harness.CommandLineArgs.makeOption;482;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Cloneable;java.lang.ClassLoader.defineClass1;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Double;cck.util.Option$Double.set;254;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Enum;java.lang.ClassLoader.defineClass1;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Enum;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Error;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Error;org.dacapo.parser.Config.parse;213;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Exception;java.lang.Class.forName0;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Exception;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Exception;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Float;cck.text.StringUtil.toFixedFloat;848;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.IllegalAccessException;avrora.Defaults.addActions;170;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.IllegalAccessException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.IllegalArgumentException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.IllegalArgumentException;org.apache.commons.cli.Option.<init>;387;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.IllegalStateException;jdk.nio.zipfs.ZipPath.newDirectoryStream;755;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.InstantiationException;avrora.Defaults.addActions;170;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.InstantiationException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Integer;cck.util.VersionTag.commitNumber;133;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Integer;org.dacapo.harness.CommandLineArgs.getIterations;331;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.InterruptedException;avrora.sim.types.SensorSimulation.process;329;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Iterable;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Iterable;org.dacapo.harness.TestHarness.main;101;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Long;cck.util.Option$Long.set;186;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Math;avrora.sim.radio.Medium$Receiver$Ticker.deliverByte;394;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NoSuchFieldError;org.dacapo.harness.Callback.init;80;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NoSuchMethodException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NullPointerException;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NumberFormatException;cck.util.Options.newOption;89;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NumberFormatException;jdk.nio.zipfs.ZipFileSystemProvider.getZipFileSystem;125;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.NumberFormatException;org.dacapo.harness.TestHarness.main;108;jdk.internal.loader.ClassLoaders$AppClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Object;java.lang.Class.getDeclaredMethods0;;jdk.internal.loader.ClassLoaders$PlatformClassLoader;BootstrapClassLoader
ClassLoader.loadClass;java.lang.Object;java.lang.ClassLoader.defineClass1;;org.dacapo.harness.DacapoClassLoader;BootstrapClassLoader
